"DEPARTMENT_ID";"DEPARTMENT_NAME";"UNIVERSITY_TYPE";"UNIVERSITY_NAME";"UNIVERSITY_ID";"FACULTY_NAME";"SCORE_TYPE";"SCHOLARSHIP_TYPE";"GENERAL_CAPACITY";"SCHOOL_CAPACITY";"GENERAL_ENROLLMENT";"SCHOOL_ENROLLMENT";"SUM_CAPACITY";"SUM_ENROLLMENT";"FIELD_RATE";"LAST_SCORE";"LAST_RANK";"FIRST_SCORE";"FIRST_RANK"
100110187;"Türk Dili ve Edebiyatý";"Devlet";"BOLU ABANT ÝZZET BAYSAL ÜNÝVERSÝTESÝ ";1001;"Fen-Edebiyat Fakültesi";"SÖZ";"Ücretsiz";"60";"2";"61";"1";"62";"62";"% 100,0";"325,07105";"156.549";"358,46915";"64.666"
100110196;"Ýktisat";"Devlet";"BOLU ABANT ÝZZET BAYSAL ÜNÝVERSÝTESÝ ";1001;"Ýktisadi ve Ýdari Bilimler Fakültesi";"EA";"Ücretsiz";"100";"3";"103";"---";"103";"103";"% 100,0";"226,82417";"748.758";"286,74631";"292.683"
100110203;"Ýþletme";"Devlet";"BOLU ABANT ÝZZET BAYSAL ÜNÝVERSÝTESÝ ";1001;"Ýktisadi ve Ýdari Bilimler Fakültesi";"EA";"Ücretsiz";"80";"2";"82";"---";"82";"82";"% 100,0";"229,00029";"729.500";"312,86823";"189.691"
100110212;"Kamu Yönetimi";"Devlet";"BOLU ABANT ÝZZET BAYSAL ÜNÝVERSÝTESÝ ";1001;"Ýktisadi ve Ýdari Bilimler Fakültesi";"EA";"Ücretsiz";"80";"2";"82";"---";"82";"82";"% 100,0";"253,84929";"497.380";"300,05681";"235.062"
100110221;"Uluslararasý Ýliþkiler";"Devlet";"BOLU ABANT ÝZZET BAYSAL ÜNÝVERSÝTESÝ ";1001;"Ýktisadi ve Ýdari Bilimler Fakültesi";"EA";"Ücretsiz";"80";"2";"82";"---";"82";"82";"% 100,0";"256,44187";"477.364";"297,64234";"244.793"
100110239;"Gýda Mühendisliði";"Devlet";"BOLU ABANT ÝZZET BAYSAL ÜNÝVERSÝTESÝ ";1001;"Mühendislik Fakültesi";"SAY";"Ücretsiz";"60";"2";"62";"---";"62";"62";"% 100,0";"261,49993";"296.637";"295,94626";"197.822"
100110248;"Çevre Mühendisliði";"Devlet";"BOLU ABANT ÝZZET BAYSAL ÜNÝVERSÝTESÝ ";1001;"Mühendislik Fakültesi";"SAY";"Ücretsiz";"15";"1";"";"---";"16";"---";"% 0,0";"---";"Dolmadý";"---";"---"
100110257;"Týp";"Devlet";"BOLU ABANT ÝZZET BAYSAL ÜNÝVERSÝTESÝ ";1001;"Týp Fakültesi";"SAY";"Ücretsiz";"150";"4";"150";"4";"154";"154";"% 100,0";"481,05518";"13.873";"493,87858";"8.921"
100110399;"Makine Mühendisliði";"Devlet";"BOLU ABANT ÝZZET BAYSAL ÜNÝVERSÝTESÝ ";1001;"Mühendislik Fakültesi";"SAY";"Ücretsiz";"60";"2";"62";"---";"62";"62";"% 100,0";"302,27665";"184.314";"339,90127";"123.585"
100110406;"Mimarlýk";"Devlet";"BOLU ABANT ÝZZET BAYSAL ÜNÝVERSÝTESÝ ";1001;"Mimarlýk Fakültesi";"SAY";"Ücretsiz";"80";"2";"80";"2";"82";"82";"% 100,0";"326,50839";"142.036";"427,03949";"44.992"
100110415;"Elektrik-Elektronik Mühendisliði";"Devlet";"BOLU ABANT ÝZZET BAYSAL ÜNÝVERSÝTESÝ ";1001;"Mühendislik Fakültesi";"SAY";"Ücretsiz";"70";"2";"72";"---";"72";"72";"% 100,0";"326,46013";"142.125";"364,61747";"95.817"
100110433;"Diþ Hekimliði";"Devlet";"BOLU ABANT ÝZZET BAYSAL ÜNÝVERSÝTESÝ ";1001;"Diþ Hekimliði Fakültesi";"SAY";"Ücretsiz";"90";"3";"90";"3";"93";"93";"% 100,0";"458,94387";"25.004";"470,99190";"18.506"
100110451;"Maliye";"Devlet";"BOLU ABANT ÝZZET BAYSAL ÜNÝVERSÝTESÝ ";1001;"Ýktisadi ve Ýdari Bilimler Fakültesi";"EA";"Ücretsiz";"60";"2";"62";"---";"62";"62";"% 100,0";"262,36955";"433.814";"283,74383";"307.296"
100110469;"Bankacýlýk ve Finans(Yüksekokul)";"Devlet";"BOLU ABANT ÝZZET BAYSAL ÜNÝVERSÝTESÝ ";1001;"Gerede Uygulamalý Bilimler Yüksekokulu";"EA";"Ücretsiz";"70";"2";"71";"1";"72";"72";"% 100,0";"240,94515";"609.960";"290,24903";"276.330"
100110478;"Ýlahiyat";"Devlet";"BOLU ABANT ÝZZET BAYSAL ÜNÝVERSÝTESÝ ";1001;"Ýlahiyat Fakültesi";"SÖZ";"Ücretsiz";"120";"3";"120";"3";"123";"123";"% 100,0";"348,13803";"87.032";"400,19562";"14.755"
100110496;"Mütercim-Tercümanlýk(Yüksekokul)(Ýngilizce)";"Devlet";"BOLU ABANT ÝZZET BAYSAL ÜNÝVERSÝTESÝ ";1001;"Yabancý Diller Yüksekokulu";"DÝL";"Ücretsiz";"40";"1";"40";"1";"41";"41";"% 100,0";"393,49139";"16.393";"453,83683";"4.791"
100110503;"Tarla Bitkileri";"Devlet";"BOLU ABANT ÝZZET BAYSAL ÜNÝVERSÝTESÝ ";1001;"Ziraat ve Doða Bilimleri Fakültesi";"SAY";"Ücretsiz";"30";"1";"25";"---";"31";"25";"% 80,6";"Dolmadý";"Dolmadý";"239,93322";"391.844"
100110609;"Diþ Hekimliði(KKTC Uyruklu)";"Devlet";"BOLU ABANT ÝZZET BAYSAL ÜNÝVERSÝTESÝ ";1001;"Diþ Hekimliði Fakültesi ";"SAY";"Ücretsiz";"1";"---";"1";"---";"1";"1";"% 100,0";"395,97473";"67.855";"395,97473";"67.855"
100110618;"Bitki Koruma";"Devlet";"BOLU ABANT ÝZZET BAYSAL ÜNÝVERSÝTESÝ ";1001;"Ziraat ve Doða Bilimleri Fakültesi";"SAY";"Ücretsiz";"40";"1";"41";"---";"41";"41";"% 100,0";"243,20938";"375.189";"259,50164";"304.147"
100110627;"Kanatlý Hayvan Yetiþtiriciliði";"Devlet";"BOLU ABANT ÝZZET BAYSAL ÜNÝVERSÝTESÝ ";1001;"Ziraat ve Doða Bilimleri Fakültesi";"SAY";"Ücretsiz";"15";"1";"4";"---";"16";"4";"% 25,0";"Dolmadý";"Dolmadý";"260,18182";"301.568"
100110636;"Gazetecilik";"Devlet";"BOLU ABANT ÝZZET BAYSAL ÜNÝVERSÝTESÝ ";1001;"Ýletiþim Fakültesi";"SÖZ";"Ücretsiz";"80";"2";"82";"---";"82";"82";"% 100,0";"285,11819";"354.175";"375,58369";"37.359"
100110645;"Bilgisayar Mühendisliði";"Devlet";"BOLU ABANT ÝZZET BAYSAL ÜNÝVERSÝTESÝ ";1001;"Mühendislik Fakültesi";"SAY";"Ücretsiz";"70";"2";"72";"---";"72";"72";"% 100,0";"350,55798";"110.804";"393,46350";"69.917"
100110654;"Pazarlama(Yüksekokul)";"Devlet";"BOLU ABANT ÝZZET BAYSAL ÜNÝVERSÝTESÝ ";1001;"Gerede Uygulamalý Bilimler Yüksekokulu";"EA";"Ücretsiz";"30";"1";"10";"---";"31";"10";"% 32,3";"Dolmadý";"Dolmadý";"260,68041";"445.888"
100110663;"Uluslararasý Ticaret ve Lojistik(Yüksekokul)";"Devlet";"BOLU ABANT ÝZZET BAYSAL ÜNÝVERSÝTESÝ ";1001;"Gerede Uygulamalý Bilimler Yüksekokulu";"EA";"Ücretsiz";"60";"2";"62";"---";"62";"62";"% 100,0";"236,90293";"649.668";"256,66697";"475.593"
100110672;"Özel Eðitim Öðretmenliði";"Devlet";"BOLU ABANT ÝZZET BAYSAL ÜNÝVERSÝTESÝ ";1001;"Eðitim Fakültesi";"SÖZ";"Ücretsiz";"60";"2";"60";"2";"62";"62";"% 100,0";"401,99662";"13.665";"442,75834";"2.284"
100110681;"Bahçe Bitkileri";"Devlet";"BOLU ABANT ÝZZET BAYSAL ÜNÝVERSÝTESÝ ";1001;"Ziraat ve Doða Bilimleri Fakültesi";"SAY";"Ücretsiz";"15";"1";"16";"---";"16";"16";"% 100,0";"227,49406";"455.982";"270,01984";"267.361"
100110699;"Kanatlý Hayvan Yetiþtiriciliði(KKTC Uyruklu)";"Devlet";"BOLU ABANT ÝZZET BAYSAL ÜNÝVERSÝTESÝ ";1001;"Ziraat ve Doða Bilimleri Fakültesi";"SAY";"Ücretsiz";"1";"---";"";"---";"1";"---";"% 0,0";"---";"Dolmadý";"---";"---"
100110706;"Halkla Ýliþkiler ve Tanýtým";"Devlet";"BOLU ABANT ÝZZET BAYSAL ÜNÝVERSÝTESÝ ";1001;"Ýletiþim Fakültesi";"SÖZ";"Ücretsiz";"60";"2";"62";"---";"62";"62";"% 100,0";"304,55261";"245.459";"355,84355";"69.739"
100130137;"Kamu Yönetimi(ÝÖ)";"Devlet";"BOLU ABANT ÝZZET BAYSAL ÜNÝVERSÝTESÝ ";1001;"Ýktisadi ve Ýdari Bilimler Fakültesi";"EA";"ÝÖ-Ücretli";"60";"2";"62";"---";"62";"62";"% 100,0";"227,04708";"746.931";"268,94040";"390.215"
100130146;"Uluslararasý Ýliþkiler(ÝÖ)";"Devlet";"BOLU ABANT ÝZZET BAYSAL ÜNÝVERSÝTESÝ ";1001;"Ýktisadi ve Ýdari Bilimler Fakültesi";"EA";"ÝÖ-Ücretli";"40";"1";"41";"---";"41";"41";"% 100,0";"227,62224";"742.003";"276,97191";"342.939"
100130155;"Sosyoloji(ÝÖ)";"Devlet";"BOLU ABANT ÝZZET BAYSAL ÜNÝVERSÝTESÝ ";1001;"Fen-Edebiyat Fakültesi";"EA";"ÝÖ-Ücretli";"40";"1";"41";"---";"41";"41";"% 100,0";"235,50133";"663.997";"299,06365";"238.968"
100130164;"Tarih(ÝÖ)";"Devlet";"BOLU ABANT ÝZZET BAYSAL ÜNÝVERSÝTESÝ ";1001;"Fen-Edebiyat Fakültesi";"SÖZ";"ÝÖ-Ücretli";"40";"1";"41";"---";"41";"41";"% 100,0";"281,15902";"379.111";"344,56994";"95.985"
100130173;"Türk Dili ve Edebiyatý(ÝÖ)";"Devlet";"BOLU ABANT ÝZZET BAYSAL ÜNÝVERSÝTESÝ ";1001;"Fen-Edebiyat Fakültesi";"SÖZ";"ÝÖ-Ücretli";"40";"1";"41";"---";"41";"41";"% 100,0";"297,20918";"283.736";"348,32091";"86.579"
100130191;"Maliye(ÝÖ)";"Devlet";"BOLU ABANT ÝZZET BAYSAL ÜNÝVERSÝTESÝ ";1001;"Ýktisadi ve Ýdari Bilimler Fakültesi";"EA";"ÝÖ-Ücretli";"50";"2";"52";"---";"52";"52";"% 100,0";"231,48601";"704.987";"256,13854";"479.668"
100130225;"Ýlahiyat(ÝÖ)";"Devlet";"BOLU ABANT ÝZZET BAYSAL ÜNÝVERSÝTESÝ ";1001;"Ýlahiyat Fakültesi";"SÖZ";"ÝÖ-Ücretli";"100";"3";"100";"3";"103";"103";"% 100,0";"321,23621";"171.036";"402,20017";"13.558"
100190116;"Ýktisat(KKTC Uyruklu)";"Devlet";"BOLU ABANT ÝZZET BAYSAL ÜNÝVERSÝTESÝ ";1001;"Ýktisadi ve Ýdari Bilimler Fakültesi";"EA";"Ücretsiz";"1";"---";"";"---";"1";"---";"% 0,0";"---";"Dolmadý";"---";"---"
100190120;"Radyo, Televizyon ve Sinema";"Devlet";"BOLU ABANT ÝZZET BAYSAL ÜNÝVERSÝTESÝ ";1001;"Ýletiþim Fakültesi";"SÖZ";"Ücretsiz";"70";"2";"72";"---";"72";"72";"% 100,0";"300,94402";"263.924";"385,91429";"25.882"
100190121;"Tohum Bilimi ve Teknolojisi";"Devlet";"BOLU ABANT ÝZZET BAYSAL ÜNÝVERSÝTESÝ ";1001;"Ziraat ve Doða Bilimleri Fakültesi";"SAY";"Ücretsiz";"15";"1";"5";"---";"16";"5";"% 31,3";"Dolmadý";"Dolmadý";"246,36881";"359.863"
100190148;"Gazetecilik(ÝÖ)";"Devlet";"BOLU ABANT ÝZZET BAYSAL ÜNÝVERSÝTESÝ ";1001;"Ýletiþim Fakültesi";"SÖZ";"ÝÖ-Ücretli";"50";"2";"52";"---";"52";"52";"% 100,0";"265,61667";"486.342";"317,10807";"187.778"
100190149;"Halkla Ýliþkiler ve Tanýtým(ÝÖ)";"Devlet";"BOLU ABANT ÝZZET BAYSAL ÜNÝVERSÝTESÝ ";1001;"Ýletiþim Fakültesi";"SÖZ";"ÝÖ-Ücretli";"50";"2";"52";"---";"52";"52";"% 100,0";"274,45257";"423.762";"297,42036";"282.486"
100190151;"Turizm Rehberliði(Fakülte)";"Devlet";"BOLU ABANT ÝZZET BAYSAL ÜNÝVERSÝTESÝ ";1001;"Turizm Fakültesi";"DÝL";"Ücretsiz";"40";"1";"41";"---";"41";"41";"% 100,0";"288,64115";"48.784";"366,16053";"23.743"
100190153;"Hemþirelik(Fakülte)";"Devlet";"BOLU ABANT ÝZZET BAYSAL ÜNÝVERSÝTESÝ ";1001;"Saðlýk Bilimleri Fakültesi";"SAY";"Ücretsiz";"150";"4";"150";"4";"154";"154";"% 100,0";"302,74157";"183.324";"353,73094";"107.279"
100190154;"Gastronomi ve Mutfak Sanatlarý(Fakülte)";"Devlet";"BOLU ABANT ÝZZET BAYSAL ÜNÝVERSÝTESÝ ";1001;"Turizm Fakültesi";"SÖZ";"Ücretsiz";"60";"2";"60";"2";"62";"62";"% 100,0";"362,54707";"57.131";"415,96130";"7.524"
100190155;"Turizm Ýþletmeciliði(Fakülte)";"Devlet";"BOLU ABANT ÝZZET BAYSAL ÜNÝVERSÝTESÝ ";1001;"Turizm Fakültesi";"EA";"Ücretsiz";"30";"1";"24";"---";"31";"24";"% 77,4";"Dolmadý";"Dolmadý";"278,10921";"336.617"
100190156;"Fizyoterapi ve Rehabilitasyon(Fakülte)";"Devlet";"BOLU ABANT ÝZZET BAYSAL ÜNÝVERSÝTESÝ ";1001;"Saðlýk Bilimleri Fakültesi";"SAY";"Ücretsiz";"90";"3";"90";"3";"93";"93";"% 100,0";"305,73433";"177.367";"376,60585";"84.341"
100210017;"Fen Bilgisi Öðretmenliði";"Devlet";"ADIYAMAN ÜNÝVERSÝTESÝ ";1002;"Eðitim Fakültesi";"SAY";"Ücretsiz";"30";"1";"31";"---";"31";"31";"% 100,0";"261,39844";"296.988";"309,78838";"169.738"
100210026;"Ýlköðretim Matematik Öðretmenliði";"Devlet";"ADIYAMAN ÜNÝVERSÝTESÝ ";1002;"Eðitim Fakültesi";"SAY";"Ücretsiz";"50";"2";"50";"2";"52";"52";"% 100,0";"356,44361";"104.338";"424,14681";"46.953"
100210035;"Sýnýf Öðretmenliði";"Devlet";"ADIYAMAN ÜNÝVERSÝTESÝ ";1002;"Eðitim Fakültesi";"EA";"Ücretsiz";"60";"2";"61";"1";"62";"62";"% 100,0";"332,87906";"133.400";"375,46594";"53.824"
100210044;"Sosyal Bilgiler Öðretmenliði";"Devlet";"ADIYAMAN ÜNÝVERSÝTESÝ ";1002;"Eðitim Fakültesi";"SÖZ";"Ücretsiz";"50";"2";"52";"---";"52";"52";"% 100,0";"347,93753";"87.524";"404,91492";"12.117"
100210053;"Matematik";"Devlet";"ADIYAMAN ÜNÝVERSÝTESÝ ";1002;"Fen-Edebiyat Fakültesi";"SAY";"Ücretsiz";"40";"1";"41";"---";"41";"41";"% 100,0";"249,00923";"347.710";"340,98382";"122.139"
100210062;"Türk Dili ve Edebiyatý";"Devlet";"ADIYAMAN ÜNÝVERSÝTESÝ ";1002;"Fen-Edebiyat Fakültesi";"SÖZ";"Ücretsiz";"60";"2";"61";"1";"62";"62";"% 100,0";"300,13810";"267.977";"375,46494";"37.496"
100210071;"Ebelik(Yüksekokul)";"Devlet";"ADIYAMAN ÜNÝVERSÝTESÝ ";1002;"Saðlýk Yüksekokulu";"SAY";"Ücretsiz";"60";"2";"60";"2";"62";"62";"% 100,0";"280,80594";"235.246";"325,58537";"143.435"
100210089;"Hemþirelik(Yüksekokul)";"Devlet";"ADIYAMAN ÜNÝVERSÝTESÝ ";1002;"Saðlýk Yüksekokulu";"SAY";"Ücretsiz";"90";"3";"90";"3";"93";"93";"% 100,0";"310,82508";"167.809";"410,26948";"56.938"
100210098;"Okul Öncesi Öðretmenliði";"Devlet";"ADIYAMAN ÜNÝVERSÝTESÝ ";1002;"Eðitim Fakültesi";"SÖZ";"Ücretsiz";"50";"2";"50";"2";"52";"52";"% 100,0";"391,90961";"20.690";"436,79867";"2.991"
100210105;"Rehberlik ve Psikolojik Danýþmanlýk";"Devlet";"ADIYAMAN ÜNÝVERSÝTESÝ ";1002;"Eðitim Fakültesi";"EA";"Ücretsiz";"70";"2";"70";"2";"72";"72";"% 100,0";"338,54254";"120.137";"384,67811";"41.876"
100210114;"Türkçe Öðretmenliði";"Devlet";"ADIYAMAN ÜNÝVERSÝTESÝ ";1002;"Eðitim Fakültesi";"SÖZ";"Ücretsiz";"50";"2";"50";"2";"52";"52";"% 100,0";"380,77055";"31.180";"421,86834";"5.806"
100210132;"Sanat Tarihi";"Devlet";"ADIYAMAN ÜNÝVERSÝTESÝ ";1002;"Fen-Edebiyat Fakültesi";"SÖZ";"Ücretsiz";"60";"2";"62";"---";"62";"62";"% 100,0";"250,19277";"606.612";"321,36476";"170.546"
100210141;"Sosyoloji";"Devlet";"ADIYAMAN ÜNÝVERSÝTESÝ ";1002;"Fen-Edebiyat Fakültesi";"EA";"Ücretsiz";"60";"2";"62";"---";"62";"62";"% 100,0";"236,08180";"658.084";"295,16166";"255.013"
100210168;"Týp";"Devlet";"ADIYAMAN ÜNÝVERSÝTESÝ ";1002;"Týp Fakültesi";"SAY";"Ücretsiz";"130";"4";"130";"4";"134";"134";"% 100,0";"469,51193";"19.250";"506,78227";"5.165"
100210177;"Biyoloji";"Devlet";"ADIYAMAN ÜNÝVERSÝTESÝ ";1002;"Fen-Edebiyat Fakültesi";"SAY";"Ücretsiz";"20";"1";"21";"---";"21";"21";"% 100,0";"232,67919";"431.329";"255,37034";"320.523"
100210186;"Tarih";"Devlet";"ADIYAMAN ÜNÝVERSÝTESÝ ";1002;"Fen-Edebiyat Fakültesi";"SÖZ";"Ücretsiz";"70";"2";"72";"---";"72";"72";"% 100,0";"276,66743";"408.834";"343,47162";"98.763"
100210195;"Ýktisat";"Devlet";"ADIYAMAN ÜNÝVERSÝTESÝ ";1002;"Ýktisadi ve Ýdari Bilimler Fakültesi";"EA";"Ücretsiz";"40";"1";"25";"---";"41";"25";"% 61,0";"Dolmadý";"Dolmadý";"288,86577";"282.751"
100210202;"Ýþletme";"Devlet";"ADIYAMAN ÜNÝVERSÝTESÝ ";1002;"Ýktisadi ve Ýdari Bilimler Fakültesi";"EA";"Ücretsiz";"30";"1";"21";"---";"31";"21";"% 67,7";"Dolmadý";"Dolmadý";"268,58432";"392.459"
100210211;"Kamu Yönetimi";"Devlet";"ADIYAMAN ÜNÝVERSÝTESÝ ";1002;"Ýktisadi ve Ýdari Bilimler Fakültesi";"EA";"Ücretsiz";"60";"2";"62";"---";"62";"62";"% 100,0";"230,19365";"717.883";"307,32541";"208.312"
100210256;"Gýda Mühendisliði";"Devlet";"ADIYAMAN ÜNÝVERSÝTESÝ ";1002;"Mühendislik Fakültesi";"SAY";"Ücretsiz";"20";"1";"1";"---";"21";"1";"% 4,8";"Dolmadý";"Dolmadý";"311,34573";"166.883"
100210283;"Arapça Öðretmenliði";"Devlet";"ADIYAMAN ÜNÝVERSÝTESÝ ";1002;"Eðitim Fakültesi";"DÝL";"Ücretsiz";"60";"2";"62";"---";"62";"62";"% 100,0";"281,53605";"51.263";"447,42743";"5.561"
100210308;"Ýnþaat Mühendisliði";"Devlet";"ADIYAMAN ÜNÝVERSÝTESÝ ";1002;"Mühendislik Fakültesi";"SAY";"Ücretsiz";"60";"2";"22";"---";"62";"22";"% 35,5";"Dolmadý";"Dolmadý";"341,57927";"121.408"
100210317;"Arkeoloji";"Devlet";"ADIYAMAN ÜNÝVERSÝTESÝ ";1002;"Fen-Edebiyat Fakültesi";"EA";"Ücretsiz";"30";"1";"16";"---";"31";"16";"% 51,6";"Dolmadý";"Dolmadý";"279,63754";"328.451"
100210326;"Elektrik-Elektronik Mühendisliði";"Devlet";"ADIYAMAN ÜNÝVERSÝTESÝ ";1002;"Mühendislik Fakültesi";"SAY";"Ücretsiz";"40";"1";"11";"---";"41";"11";"% 26,8";"Dolmadý";"Dolmadý";"329,77528";"137.227"
100210335;"Makine Mühendisliði";"Devlet";"ADIYAMAN ÜNÝVERSÝTESÝ ";1002;"Mühendislik Fakültesi";"SAY";"Ücretsiz";"25";"1";"2";"---";"26";"2";"% 7,7";"Dolmadý";"Dolmadý";"302,22010";"184.417"
100210353;"Eczacýlýk";"Devlet";"ADIYAMAN ÜNÝVERSÝTESÝ ";1002;"Eczacýlýk Fakültesi";"SAY";"Ücretsiz";"80";"2";"80";"2";"82";"82";"% 100,0";"426,48662";"45.369";"442,69882";"34.676"
100210362;"Diþ Hekimliði";"Devlet";"ADIYAMAN ÜNÝVERSÝTESÝ ";1002;"Diþ Hekimliði Fakültesi";"SAY";"Ücretsiz";"80";"2";"80";"2";"82";"82";"% 100,0";"451,99896";"29.076";"462,44076";"23.029"
100210371;"Ýslami Ýlimler";"Devlet";"ADIYAMAN ÜNÝVERSÝTESÝ ";1002;"Ýslami Ýlimler Fakültesi";"SÖZ";"Ücretsiz";"90";"3";"93";"---";"93";"93";"% 100,0";"329,47541";"140.787";"419,43415";"6.468"
100210398;"Ziraat Mühendisliði Programlarý";"Devlet";"ADIYAMAN ÜNÝVERSÝTESÝ ";1002;"Tarým Bilimleri ve Teknolojileri Fakültesi";"SAY";"Ücretsiz";"30";"1";"31";"---";"31";"31";"% 100,0";"236,33515";"411.289";"280,71802";"235.477"
100230039;"Türk Dili ve Edebiyatý(ÝÖ)";"Devlet";"ADIYAMAN ÜNÝVERSÝTESÝ ";1002;"Fen-Edebiyat Fakültesi";"SÖZ";"ÝÖ-Ücretli";"60";"2";"62";"---";"62";"62";"% 100,0";"275,76383";"414.774";"433,05951";"3.503"
100230172;"Arapça Öðretmenliði(ÝÖ)";"Devlet";"ADIYAMAN ÜNÝVERSÝTESÝ ";1002;"Eðitim Fakültesi";"DÝL";"ÝÖ-Ücretli";"60";"2";"62";"---";"62";"62";"% 100,0";"262,99177";"58.153";"452,58742";"4.954"
