DEPARTMENT_ID,DEPARTMENT_NAME,LAST_RANK,FIRST_RANK,LAST_SCORE,FIRST_SCORE,SUM_CAPACITY,SUM_ENROLLMENT,FIELD_RATE,GENERAL_ENROLLMENT,SCORE_RANGE,RANK_RANGE,ENROLLMENT_EFFICIENCY
100110124,  Fizik (Ýngilizce),412586.0,273784.0,268.95,306.66,21.0,21.0,1.0,21.0,37.710000000000036,138802.0,1.0
100110124,Fizik (Ýngilizce),408157.25,304419.75,253.24,282.06,21.5,17.25,0.8,17.0,28.819999999999993,103737.5,0.8
100110124,Fizik(Ýngilizce),466372.0,246971.0,224.19,276.69,21.0,21.0,1.0,21.0,52.5,219401.0,1.0
100110133,  Kimya (Ýngilizce),336284.0,261909.0,287.28,310.91,41.0,41.0,1.0,41.0,23.630000000000052,74375.0,1.0
100110133,Kimya (Ýngilizce),347271.75,205602.0,269.46,319.56,44.25,43.75,0.99,43.5,50.10000000000002,141669.75,0.99
100110133,Kimya(Ýngilizce),397222.0,267059.0,238.91,270.11,41.0,41.0,1.0,41.0,31.200000000000017,130163.0,1.0
100110142,  Matematik (Ýngilizce),320520.0,116340.0,291.72,391.15,67.0,67.0,1.0,67.0,99.42999999999995,204180.0,1.0
100110142,Matematik (Ýngilizce),325715.75,192881.75,275.28,326.0,64.25,63.5,0.99,63.25,50.72000000000003,132834.0,0.99
100110142,Matematik(Ýngilizce),326713.0,202422.0,253.83,293.87,67.0,67.0,1.0,67.0,40.03999999999999,124291.0,1.0
100110151,  Psikoloji,105330.0,17590.0,376.47,430.32,103.0,103.0,1.0,100.0,53.849999999999966,87740.0,1.0
100110151,Psikoloji,83075.2,31962.4,362.17,398.99,99.8,99.8,1.0,96.0,36.81999999999999,51112.799999999996,1.0
100110169,  Sosyoloji,631674.0,230848.0,272.41,334.57,62.0,62.0,1.0,62.0,62.15999999999997,400826.0,1.0
100110169,Sosyoloji,588607.6,246853.8,251.44,308.34,58.4,56.6,0.97,56.0,56.89999999999998,341753.8,0.97
100110178,  Tarih,346710.0,43895.0,301.01,381.48,62.0,62.0,1.0,62.0,80.47000000000003,302815.0,1.0
100110178,Tarih,309053.4,43871.6,290.92,369.01,56.4,56.4,1.0,55.8,78.08999999999997,265181.80000000005,1.0
100110187,  Türk Dili ve Edebiyatý,221350.0,71156.0,321.85,365.86,62.0,62.0,1.0,62.0,44.00999999999999,150194.0,1.0
100110187,Türk Dili ve Edebiyatý,189923.2,51245.4,314.05,364.29,56.4,56.4,1.0,55.0,50.24000000000001,138677.80000000002,1.0
100110196,  Ýktisat,864651.0,154510.0,251.05,357.3,93.0,93.0,1.0,93.0,106.25,710141.0,1.0
100110196,Ýktisat,719081.2,306398.2,236.09,297.42,96.2,78.6,0.81,78.4,61.33000000000001,412682.99999999994,0.82
100110203,  Ýþletme,725171.0,313978.0,263.22,316.32,82.0,82.0,1.0,82.0,53.099999999999966,411193.0,1.0
100110203,Ýþletme,660297.8,254476.6,241.64,305.18,85.2,73.0,0.85,72.6,63.54000000000002,405821.20000000007,0.86
100110212,  Kamu Yönetimi,789607.0,153858.0,257.4,357.53,82.0,82.0,1.0,82.0,100.13,635749.0,1.0
100110212,Kamu Yönetimi,628610.6,201981.6,246.17,318.01,85.2,76.6,0.9,75.6,71.84,426629.0,0.9
100110221,  Uluslararasý Ýliþkiler,563283.0,178105.0,279.88,349.44,72.0,72.0,1.0,72.0,69.56,385178.0,1.0
100110221,Uluslararasý Ýliþkiler,523794.8,198837.8,260.21,318.72,78.8,78.4,0.99,77.8,58.51000000000005,324957.0,0.99
100110239,  Gýda Mühendisliði,299206.0,239996.0,298.19,319.43,82.0,19.0,0.23,19.0,21.24000000000001,59210.0,0.23
100110239,Gýda Mühendisliði,295021.25,218245.75,276.41,304.33,53.0,39.5,0.69,39.5,27.91999999999996,76775.5,0.75
100110257,Týp,17655.83,7183.17,482.49,505.4,171.33,171.33,1.0,166.67,22.909999999999968,10472.660000000002,1.0
100110399,  Makine Mühendisliði,189088.0,129225.0,342.84,380.83,62.0,62.0,1.0,62.0,37.99000000000001,59863.0,1.0
100110399,Makine Mühendisliði,179978.8,127386.0,324.26,356.65,63.0,63.0,1.0,63.0,32.389999999999986,52592.79999999999,1.0
100110406,  Mimarlýk,223292.0,73578.0,326.44,431.36,82.0,82.0,1.0,82.0,104.92000000000002,149714.0,1.0
100110406,Mimarlýk,189219.0,104275.2,322.09,382.01,76.0,76.0,1.0,75.4,59.920000000000016,84943.8,1.0
100110415,  Elektrik-Elektronik Mühendisliði,143429.0,79323.0,370.48,425.43,72.0,72.0,1.0,71.0,54.94999999999999,64106.0,1.0
100110415,Elektrik-Elektronik Mühendisliði,139678.0,89137.8,348.25,389.46,72.0,72.0,1.0,71.8,41.20999999999998,50540.2,1.0
100110433,Diþ Hekimliði,32101.67,23684.83,460.12,472.35,90.5,90.5,1.0,87.5,12.230000000000018,8416.839999999997,1.0
100110451,  Maliye,563971.0,296589.0,279.8,319.78,62.0,62.0,1.0,62.0,39.97999999999996,267382.0,1.0
100110451,Maliye,522466.2,254169.0,261.3,305.0,66.8,66.2,0.99,65.6,43.69999999999999,268297.2,0.99
100110469,Bankacýlýk ve Finans(Yüksekokul),609960.0,276330.0,240.95,290.25,72.0,72.0,1.0,71.0,49.30000000000001,333630.0,1.0
100110478,  Ýlahiyat,205637.0,27756.0,325.06,394.66,111.0,111.0,1.0,109.0,69.60000000000002,177881.0,1.0
100110478,Ýlahiyat,194741.0,14449.8,317.18,404.86,113.4,113.4,1.0,110.2,87.68,180291.2,1.0
100110496,Mütercim-Tercümanlýk(Yüksekokul)(Ýngilizce),16393.0,4791.0,393.49,453.84,41.0,41.0,1.0,40.0,60.349999999999966,11602.0,1.0
100110503,  Tarla Bitkileri,521779.0,420403.0,249.9,267.34,31.0,31.0,1.0,31.0,17.43999999999997,101376.0,1.0
100110503,Tarla Bitkileri,497530.25,347887.75,240.89,270.32,31.5,24.0,0.76,23.5,29.430000000000007,149642.5,0.76
100110512,Kamu Yönetimi (KKTC UYRUKLU),1643810.0,1643810.0,185.41,185.41,1.0,1.0,1.0,1.0,0.0,0.0,1.0
100110609,Diþ Hekimliði(KKTC Uyruklu),67855.0,67855.0,395.97,395.97,1.0,1.0,1.0,1.0,0.0,0.0,1.0
100110618,  Bitki Koruma,363188.0,301065.0,280.17,297.59,41.0,41.0,1.0,41.0,17.41999999999996,62123.0,1.0
100110618,Bitki Koruma,380566.8,258480.2,258.43,292.55,39.4,39.4,1.0,39.0,34.120000000000005,122086.59999999998,1.0
100110627,  Kanatlý Hayvan Yetiþtiriciliði,739797.0,545328.0,225.57,246.64,16.0,16.0,1.0,16.0,21.069999999999993,194469.0,1.0
100110627,Kanatlý Hayvan Yetiþtiriciliði,692241.33,241495.67,229.47,350.9,16.67,16.33,0.98,15.67,121.42999999999998,450745.6599999999,0.98
100110636,  Gazetecilik,450384.0,197560.0,287.36,326.79,82.0,82.0,1.0,82.0,39.43000000000001,252824.0,1.0
100110636,Gazetecilik,433851.8,148229.2,271.96,327.79,82.8,82.6,1.0,82.0,55.83000000000004,285622.6,1.0
100110645,  Bilgisayar Mühendisliði,68862.0,54735.0,436.42,452.16,72.0,72.0,1.0,70.0,15.740000000000009,14127.0,1.0
100110645,Bilgisayar Mühendisliði,88363.4,58589.2,390.18,421.93,77.2,77.2,1.0,75.4,31.75,29774.199999999997,1.0
100110654,  Pazarlama,1161166.0,633881.0,228.87,272.18,41.0,41.0,1.0,41.0,43.31,527285.0,1.0
100110654,Pazarlama,917491.67,556909.67,228.63,261.66,44.0,31.0,0.68,30.0,33.03000000000003,360582.0,0.7
100110654,Pazarlama (Fakülte),956216.0,710726.0,211.53,235.17,26.0,26.0,1.0,26.0,23.639999999999986,245490.0,1.0
100110663,  Uluslararasý Ticaret ve Lojistik,615479.0,329356.0,274.12,313.42,62.0,62.0,1.0,62.0,39.30000000000001,286123.0,1.0
100110663,Uluslararasý Ticaret ve Lojistik,587353.0,343501.0,250.93,289.39,65.0,52.0,0.79,52.0,38.45999999999998,243852.0,0.8
100110663,Uluslararasý Ticaret ve Lojistik (Fakülte),668822.0,339551.0,239.78,289.39,62.0,62.0,1.0,62.0,49.609999999999985,329271.0,1.0
100110663,Uluslararasý Ticaret ve Lojistik(Yüksekokul),649668.0,475593.0,236.9,256.67,62.0,62.0,1.0,62.0,19.77000000000001,174075.0,1.0
100110672,  Özel Eðitim Öðretmenliði,16258.0,2296.0,408.37,452.82,62.0,62.0,1.0,60.0,44.44999999999999,13962.0,1.0
100110672,Özel Eðitim Öðretmenliði,11242.8,2735.6,404.32,437.55,60.0,60.0,1.0,58.0,33.23000000000002,8507.199999999999,1.0
100110681,  Bahçe Bitkileri,491815.0,385946.0,254.47,274.73,21.0,21.0,1.0,21.0,20.26000000000002,105869.0,1.0
100110681,Bahçe Bitkileri,491218.25,290103.75,246.25,289.48,21.5,21.5,1.0,21.0,43.23000000000002,201114.5,1.0
100110706,  Halkla Ýliþkiler ve Tanýtým,305216.0,33118.0,307.23,389.7,62.0,62.0,1.0,62.0,82.46999999999997,272098.0,1.0
100110706,Halkla Ýliþkiler ve Tanýtým,296467.6,66840.2,292.98,366.18,63.8,63.8,1.0,62.8,73.19999999999999,229627.39999999997,1.0
100130137,  Kamu Yönetimi (ÝÖ),1124911.0,352097.0,231.41,309.36,52.0,52.0,1.0,52.0,77.95000000000002,772814.0,1.0
100130137,Kamu Yönetimi (ÝÖ),883066.5,245485.0,235.34,324.17,53.0,52.5,0.99,52.0,88.83000000000001,637581.5,0.99
100130137,Kamu Yönetimi(ÝÖ),746931.0,390215.0,227.05,268.94,62.0,62.0,1.0,62.0,41.889999999999986,356716.0,1.0
100130146,  Uluslararasý Ýliþkiler (ÝÖ),862738.0,301229.0,251.21,318.84,41.0,41.0,1.0,41.0,67.62999999999997,561509.0,1.0
100130146,Uluslararasý Ýliþkiler (ÝÖ),660604.67,337493.67,243.49,287.02,41.33,29.0,0.7,28.67,43.52999999999997,323111.00000000006,0.7
100130146,Uluslararasý Ýliþkiler(ÝÖ),742003.0,342939.0,227.62,276.97,41.0,41.0,1.0,41.0,49.35000000000002,399064.0,1.0
100130155,  Sosyoloji (ÝÖ),947073.0,269837.0,244.48,325.41,41.0,41.0,1.0,41.0,80.93000000000004,677236.0,1.0
100130155,Sosyoloji (ÝÖ),727228.33,425538.67,237.21,271.48,41.33,28.67,0.69,28.33,34.27000000000001,301689.66,0.69
100130155,Sosyoloji(ÝÖ),663997.0,238968.0,235.5,299.06,41.0,41.0,1.0,41.0,63.56,425029.0,1.0
100130164,  Tarih (ÝÖ),715055.0,181368.0,259.4,330.39,41.0,41.0,1.0,41.0,70.99000000000001,533687.0,1.0
100130164,Tarih (ÝÖ),558656.33,182632.0,241.75,316.56,41.33,36.67,0.89,36.67,74.81,376024.32999999996,0.89
100130164,Tarih(ÝÖ),379111.0,95985.0,281.16,344.57,41.0,41.0,1.0,41.0,63.40999999999997,283126.0,1.0
100130173,  Türk Dili ve Edebiyatý (ÝÖ),430430.0,204204.0,289.82,325.37,41.0,41.0,1.0,41.0,35.55000000000001,226226.0,1.0
100130173,Türk Dili ve Edebiyatý (ÝÖ),408017.67,130338.33,267.01,322.16,41.33,41.0,0.99,41.0,55.150000000000034,277679.33999999997,0.99
100130173,Türk Dili ve Edebiyatý(ÝÖ),283736.0,86579.0,297.21,348.32,41.0,41.0,1.0,41.0,51.110000000000014,197157.0,1.0
100130191,  Maliye (ÝÖ),1079489.0,437773.0,234.66,295.89,52.0,52.0,1.0,52.0,61.22999999999999,641716.0,1.0
100130191,Maliye (ÝÖ),824440.0,457541.5,240.57,280.62,53.0,52.5,0.99,52.0,40.05000000000001,366898.5,0.99
100130191,Maliye(ÝÖ),704987.0,479668.0,231.49,256.14,52.0,52.0,1.0,52.0,24.649999999999977,225319.0,1.0
100130225,  Ýlahiyat (ÝÖ),557203.0,193104.0,275.19,327.75,93.0,93.0,1.0,93.0,52.56,364099.0,1.0
100130225,Ýlahiyat (ÝÖ),481929.67,60501.67,262.07,343.0,97.33,94.67,0.97,93.67,80.93,421428.0,0.97
100130225,Ýlahiyat(ÝÖ),171036.0,13558.0,321.24,402.2,103.0,103.0,1.0,100.0,80.95999999999998,157478.0,1.0
100190116,  Ýktisat (KKTC Uyruklu),805401.0,805401.0,256.02,256.02,1.0,1.0,1.0,1.0,0.0,0.0,1.0
100190116,Ýktisat (KKTC Uyruklu),1062464.5,963554.5,220.11,230.12,1.5,1.5,1.0,1.5,10.009999999999991,98910.0,1.0
100190120,"  Radyo, Televizyon ve Sinema",309052.0,30488.0,306.64,392.06,72.0,72.0,1.0,70.0,85.42000000000002,278564.0,1.0
100190120,"Radyo, Televizyon ve Sinema",298222.25,27531.0,286.78,387.8,72.5,72.25,1.0,71.75,101.02000000000004,270691.25,1.0
100190121,  Tohum Bilimi ve Teknolojisi,631381.0,429628.0,236.2,265.49,21.0,21.0,1.0,21.0,29.29000000000002,201753.0,1.0
100190121,Tohum Bilimi ve Teknolojisi,564138.0,464105.5,233.49,246.35,20.25,15.25,0.76,14.75,12.859999999999985,100032.5,0.75
100190148,  Gazetecilik (ÝÖ),800495.0,352063.0,251.63,300.26,52.0,52.0,1.0,52.0,48.629999999999995,448432.0,1.0
100190148,Gazetecilik (ÝÖ),609841.33,372247.33,235.67,272.46,52.67,49.33,0.94,48.67,36.78999999999999,237593.99999999994,0.94
100190148,Gazetecilik(ÝÖ),486342.0,187778.0,265.62,317.11,52.0,52.0,1.0,52.0,51.49000000000001,298564.0,1.0
100190149,  Halkla Ýliþkiler ve Tanýtým (ÝÖ),719612.0,136008.0,258.97,342.12,62.0,62.0,1.0,62.0,83.14999999999998,583604.0,1.0
100190149,Halkla Ýliþkiler ve Tanýtým (ÝÖ),528447.33,149724.33,252.71,326.56,59.33,58.67,0.99,58.67,73.85,378723.0,0.99
100190149,Halkla Ýliþkiler ve Tanýtým(ÝÖ),423762.0,282486.0,274.45,297.42,52.0,52.0,1.0,52.0,22.970000000000027,141276.0,1.0
100190151,  Turizm Rehberliði,49902.0,32382.0,330.67,376.08,41.0,41.0,1.0,41.0,45.40999999999997,17520.0,1.0
100190151,Turizm Rehberliði,49886.0,19369.67,325.46,409.14,41.67,41.0,0.98,41.0,83.68,30516.33,0.98
100190151,Turizm Rehberliði (Fakülte),44303.0,18084.0,304.21,391.39,41.0,41.0,1.0,41.0,87.18,26219.0,1.0
100190151,Turizm Rehberliði(Fakülte),48784.0,23743.0,288.64,366.16,41.0,41.0,1.0,41.0,77.52000000000004,25041.0,1.0
100190153,  Hemþirelik,169998.0,81735.0,353.5,423.08,164.0,164.0,1.0,160.0,69.57999999999998,88263.0,1.0
100190153,Hemþirelik,166159.33,73327.33,333.44,403.94,165.0,165.0,1.0,158.33,70.5,92831.99999999999,1.0
100190153,Hemþirelik (Fakülte),162846.0,75814.0,347.32,425.65,164.0,164.0,1.0,160.0,78.32999999999998,87032.0,1.0
100190153,Hemþirelik(Fakülte),183324.0,107279.0,302.74,353.73,154.0,154.0,1.0,150.0,50.99000000000001,76045.0,1.0
100190154,  Gastronomi ve Mutfak Sanatlarý,53099.0,12993.0,375.57,413.72,62.0,62.0,1.0,60.0,38.150000000000034,40106.0,1.0
100190154,Gastronomi ve Mutfak Sanatlarý,56448.5,19474.0,348.93,379.95,63.0,63.0,1.0,60.0,31.019999999999982,36974.5,1.0
100190154,Gastronomi ve Mutfak Sanatlarý (Fakülte),48318.0,1875.0,359.86,446.87,62.0,62.0,1.0,60.0,87.00999999999999,46443.0,1.0
100190154,Gastronomi ve Mutfak Sanatlarý (Mengen),57281.0,10208.0,382.92,427.22,69.0,69.0,1.0,65.0,44.30000000000001,47073.0,1.0
100190154,Gastronomi ve Mutfak Sanatlarý(Fakülte),57131.0,7524.0,362.55,415.96,62.0,62.0,1.0,60.0,53.40999999999997,49607.0,1.0
100190155,  Turizm Ýþletmeciliði,851821.0,476731.0,252.11,290.52,31.0,31.0,1.0,31.0,38.40999999999997,375090.0,1.0
100190155,Turizm Ýþletmeciliði,737704.67,471698.67,240.46,271.4,33.33,24.0,0.7,23.33,30.93999999999997,266006.00000000006,0.72
100190155,Turizm Ýþletmeciliði (Fakülte),855168.0,553800.0,221.6,253.87,31.0,31.0,1.0,31.0,32.27000000000001,301368.0,1.0
100190156,  Fizyoterapi ve Rehabilitasyon,246461.0,123831.0,316.82,385.1,93.0,93.0,1.0,90.0,68.28000000000003,122630.0,1.0
100190156,Fizyoterapi ve Rehabilitasyon,268441.0,150925.67,291.36,343.95,96.67,96.0,0.99,92.67,52.589999999999975,117515.32999999999,0.99
100190156,Fizyoterapi ve Rehabilitasyon (Fakülte),211279.0,95621.0,319.39,404.19,93.0,93.0,1.0,90.0,84.80000000000001,115658.0,1.0
100190156,Fizyoterapi ve Rehabilitasyon(Fakülte),177367.0,84341.0,305.73,376.61,93.0,93.0,1.0,90.0,70.88,93026.0,1.0
100190170,  Ýnþaat Mühendisliði,299257.0,238799.0,298.18,319.9,47.0,8.0,0.17,8.0,21.71999999999997,60458.0,0.17
100190170,Ýnþaat Mühendisliði,293409.75,191783.75,284.04,323.29,32.5,19.75,0.71,19.75,39.25,101626.0,0.61
100190171,  Finans ve Bankacýlýk,921938.0,448544.0,246.46,294.35,72.0,72.0,1.0,72.0,47.890000000000015,473394.0,1.0
100190171,Finans ve Bankacýlýk,760394.33,467616.0,234.01,271.73,76.67,53.33,0.68,53.0,37.72000000000003,292778.32999999996,0.7
100190171,Finans ve Bankacýlýk (Fakülte),711807.0,368518.0,235.05,283.52,72.0,72.0,1.0,72.0,48.46999999999997,343289.0,1.0
100190172,  Ýngilizce Mütercim ve Tercümanlýk,24987.0,10196.0,396.59,446.58,52.0,52.0,1.0,52.0,49.99000000000001,14791.0,1.0
100190172,Ýngilizce Mütercim ve Tercümanlýk,23608.0,5945.0,387.64,453.78,53.0,52.5,0.99,52.0,66.13999999999999,17663.0,0.99
100190172,Ýngilizce Mütercim ve Tercümanlýk (Yüksekokul),17230.0,12822.0,394.48,411.35,41.0,41.0,1.0,40.0,16.870000000000005,4408.0,1.0
100190206,  Bilgisayar Mühendisliði (KKTC Uyruklu),276236.0,276236.0,305.8,305.8,1.0,1.0,1.0,1.0,0.0,0.0,1.0
100190208,Hukuk,35182.5,15859.75,395.1,416.33,85.25,85.25,1.0,82.5,21.22999999999996,19322.75,1.0
100190209,  Ýlahiyat (M.T.O.K.),516255.0,120501.0,279.67,346.8,12.0,12.0,1.0,12.0,67.13,395754.0,1.0
100190209,Ýlahiyat (M.T.O.K.),471472.67,169802.33,270.21,321.65,12.0,11.67,0.97,11.33,51.44,301670.33999999997,0.97
100190210,  Ýlahiyat (M.T.O.K.) (ÝÖ),692953.0,120139.0,261.49,346.92,10.0,10.0,1.0,10.0,85.43,572814.0,1.0
100190210,Ýlahiyat (M.T.O.K.) (ÝÖ),644667.0,394241.5,238.1,275.74,10.5,10.5,1.0,10.0,37.640000000000015,250425.5,1.0
100190211,  Ýlahiyat (Arapça),341900.0,26216.0,301.71,396.15,41.0,41.0,1.0,40.0,94.44,315684.0,1.0
100190211,Ýlahiyat (Arapça),523944.0,78969.33,264.83,353.84,38.33,38.33,1.0,37.67,89.00999999999999,444974.67,1.0
100190212,  Ýlahiyat (Arapça)(M.T.O.K.),674117.0,416911.0,263.33,291.54,5.0,5.0,1.0,5.0,28.210000000000036,257206.0,1.0
100190212,Ýlahiyat (Arapça) (M.T.O.K.),625853.0,336842.0,270.98,307.99,6.0,5.5,0.92,5.0,37.00999999999999,289011.0,0.92
100190212,Ýlahiyat (Arapça)(M.T.O.K.),372013.0,147208.0,246.75,289.66,5.0,5.0,1.0,5.0,42.910000000000025,224805.0,1.0
100190213,  Kimya Mühendisliði (Ýngilizce),170323.0,118750.0,353.3,389.17,31.0,31.0,1.0,31.0,35.870000000000005,51573.0,1.0
100190213,Kimya Mühendisliði (Ýngilizce),167400.33,99923.67,335.54,379.42,32.67,32.67,1.0,32.33,43.879999999999995,67476.65999999999,1.0
100190222,  Biyoloji (Ýngilizce) (KKTC Uyruklu),410423.0,361726.0,269.4,280.53,2.0,2.0,1.0,2.0,11.129999999999995,48697.0,1.0
100190222,Biyoloji (Ýngilizce) (KKTC Uyruklu),543444.5,480729.0,255.09,262.41,1.5,1.5,1.0,1.5,7.320000000000022,62715.5,1.0
100190229,  Beslenme ve Diyetetik,240148.0,97997.0,319.37,407.37,31.0,31.0,1.0,30.0,88.0,142151.0,1.0
100190229,Beslenme ve Diyetetik,253750.0,147267.5,313.08,361.96,32.0,32.0,1.0,30.0,48.879999999999995,106482.5,1.0
100190271,Ýngiliz Dili ve Edebiyatý (Ýngilizce),28614.0,19568.0,390.1,412.93,42.0,41.0,0.98,40.0,22.829999999999984,9046.0,0.98
100190278,Ýngilizce Mütercim ve Tercümanlýk,22779.0,5833.0,404.46,464.89,54.0,53.0,0.98,50.0,60.43000000000001,16946.0,0.98
100190285,Ekonometri,853307.0,383214.0,248.3,295.22,32.0,32.0,1.0,31.0,46.920000000000016,470093.0,1.0
100190292,Görsel Ýletiþim Tasarýmý,227660.0,15105.0,328.34,418.48,32.0,32.0,1.0,30.0,90.14000000000004,212555.0,1.0
100210017,  Fen Bilgisi Öðretmenliði,269399.0,141508.0,308.21,371.82,31.0,31.0,1.0,31.0,63.610000000000014,127891.0,1.0
100210017,Fen Bilgisi Öðretmenliði,269825.4,140565.4,279.09,340.62,32.6,29.8,0.93,29.8,61.53000000000003,129260.00000000003,0.91
100210026,  Ýlköðretim Matematik Öðretmenliði,94183.0,48795.0,410.96,459.06,52.0,52.0,1.0,50.0,48.10000000000002,45388.0,1.0
100210026,Ýlköðretim Matematik Öðretmenliði,92260.8,48902.0,378.43,425.41,48.0,48.0,1.0,45.0,46.98000000000002,43358.8,1.0
100210035,  Sýnýf Öðretmenliði,121449.0,50348.0,369.7,404.23,52.0,52.0,1.0,50.0,34.53000000000003,71101.0,1.0
100210035,Sýnýf Öðretmenliði,121169.0,33421.8,335.66,385.74,53.4,53.4,1.0,50.8,50.079999999999984,87747.2,1.0
100210044,  Sosyal Bilgiler Öðretmenliði,97402.0,45158.0,354.8,380.6,52.0,52.0,1.0,52.0,25.80000000000001,52244.0,1.0
100210044,Sosyal Bilgiler Öðretmenliði,83499.0,16892.2,335.02,385.77,49.4,49.4,1.0,47.8,50.75,66606.8,1.0
100210053,  Matematik,339066.0,114423.0,286.5,392.76,41.0,41.0,1.0,40.0,106.25999999999999,224643.0,1.0
100210053,Matematik,361082.8,111477.2,253.13,361.56,43.2,43.0,1.0,41.0,108.43,249605.59999999998,1.0
100210062,  Türk Dili ve Edebiyatý,363317.0,40606.0,298.69,383.78,62.0,62.0,1.0,62.0,85.08999999999997,322711.0,1.0
100210062,Türk Dili ve Edebiyatý,344861.4,52070.6,273.87,368.22,57.6,57.6,1.0,55.0,94.35000000000002,292790.80000000005,1.0
100210071,  Ebelik,225402.0,160428.0,325.5,359.2,72.0,72.0,1.0,70.0,33.69999999999999,64974.0,1.0
100210071,Ebelik,225361.0,176583.0,292.37,314.21,58.67,58.67,1.0,53.33,21.839999999999975,48778.0,1.0
100210071,Ebelik (Fakülte),222092.0,116756.0,314.09,383.58,62.0,62.0,1.0,60.0,69.49000000000001,105336.0,1.0
100210071,Ebelik(Yüksekokul),235246.0,143435.0,280.81,325.59,62.0,62.0,1.0,60.0,44.77999999999997,91811.0,1.0
100210089,  Hemþirelik,159527.0,60011.0,359.73,446.18,103.0,103.0,1.0,100.0,86.44999999999999,99516.0,1.0
100210089,Hemþirelik,160029.67,49671.67,323.12,415.82,91.0,91.0,1.0,83.33,92.69999999999999,110358.00000000001,1.0
100210089,Hemþirelik (Fakülte),157194.0,33830.0,351.2,474.91,103.0,103.0,1.0,100.0,123.71000000000004,123364.0,1.0
100210089,Hemþirelik(Yüksekokul),167809.0,56938.0,310.83,410.27,93.0,93.0,1.0,90.0,99.44,110871.0,1.0
100210098,  Okul Öncesi Öðretmenliði,23358.0,6686.0,399.19,428.72,62.0,62.0,1.0,60.0,29.53000000000003,16672.0,1.0
100210098,Okul Öncesi Öðretmenliði,22290.0,4689.4,376.02,421.23,55.4,55.4,1.0,52.0,45.210000000000036,17600.6,1.0
100210105,  Rehberlik ve Psikolojik Danýþmanlýk,178758.0,69354.0,349.22,393.57,72.0,72.0,1.0,72.0,44.349999999999966,109404.0,1.0
100210105,Rehberlik ve Psikolojik Danýþmanlýk,149297.6,58375.8,325.83,369.68,65.4,65.4,1.0,62.6,43.85000000000002,90921.8,1.0
